Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Portugal,39.3999,-8.2245,5/14/2020,28319,1184,3198,23937,Europe
,Qatar,25.3548,51.1839,5/14/2020,28272,14,3356,24902,Eastern Mediterranean
,Romania,45.9432,24.9668,5/14/2020,16247,1053,9053,6141,Europe
,Russia,61.52401,105.318756,5/14/2020,252245,2305,53530,196410,Europe
,Rwanda,-1.9403,29.8739,5/14/2020,287,0,168,119,Africa
,Saint Lucia,13.9094,-60.9789,5/14/2020,18,0,18,0,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,5/14/2020,17,0,12,5,Americas
,San Marino,43.9424,12.4578,5/14/2020,648,41,172,435,Europe
,Saudi Arabia,23.885942,45.079162,5/14/2020,46869,283,19051,27535,Eastern Mediterranean
,Senegal,14.4974,-14.4524,5/14/2020,2189,23,842,1324,Africa
,Serbia,44.0165,21.0059,5/14/2020,10374,224,4084,6066,Europe
,Seychelles,-4.6796,55.492,5/14/2020,11,0,10,1,Africa
,Singapore,1.2833,103.8333,5/14/2020,26098,21,5973,20104,Western Pacific
,Slovakia,48.669,19.699,5/14/2020,1477,27,1112,338,Europe
,Slovenia,46.1512,14.9955,5/14/2020,1464,103,267,1094,Europe
,Somalia,5.152149,46.199616,5/14/2020,1284,53,135,1096,Eastern Mediterranean
,South Africa,-30.5595,22.9375,5/14/2020,12739,238,5676,6825,Africa
,Spain,40.463667,-3.74922,5/14/2020,229540,27321,143374,58845,Europe
,Sri Lanka,7.873054,80.771797,5/14/2020,925,9,445,471,South-East Asia
,Sudan,12.8628,30.2176,5/14/2020,1818,90,198,1530,Eastern Mediterranean
,Suriname,3.9193,-56.0278,5/14/2020,10,1,9,0,Americas
,Sweden,60.128161,18.643501,5/14/2020,28582,3529,0,25053,Europe
,Switzerland,46.8182,8.2275,5/14/2020,30463,1872,27100,1491,Europe
,Taiwan*,23.7,121,5/14/2020,440,7,383,50,Western Pacific
,Tanzania,-6.369028,34.888822,5/14/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,5/14/2020,3018,56,2850,112,South-East Asia
,Togo,8.6195,0.8248,5/14/2020,238,11,96,131,Africa
,Trinidad and Tobago,10.6918,-61.2225,5/14/2020,116,8,107,1,Americas
,Tunisia,33.886917,9.537499,5/14/2020,1032,45,770,217,Eastern Mediterranean
,Turkey,38.9637,35.2433,5/14/2020,144749,4007,104030,36712,Europe
,Uganda,1.373333,32.290275,5/14/2020,160,0,63,97,Africa
,Ukraine,48.3794,31.1656,5/14/2020,16847,456,4143,12248,Europe
,United Arab Emirates,23.424076,53.847818,5/14/2020,21084,208,6930,13946,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,5/14/2020,122,9,66,47,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,5/14/2020,93,1,54,38,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,5/14/2020,549,43,456,50,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,5/14/2020,147,0,144,3,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,5/14/2020,332,23,285,24,Europe
Montserrat,United Kingdom,16.742498,-62.187366,5/14/2020,11,1,8,2,Europe
,United Kingdom,55.3781,-3.436,5/14/2020,223524,33644,0,189880,Europe
,Uruguay,-32.5228,-55.7658,5/14/2020,724,19,547,158,Americas
,US,40,-100,5/14/2020,1423727,87008,246414,1090305,Americas
,Uzbekistan,41.377491,64.585262,5/14/2020,2645,11,2136,498,Europe
,Venezuela,6.4238,-66.5897,5/14/2020,455,10,220,225,Americas
,Vietnam,14.058324,108.277199,5/14/2020,312,0,260,52,Western Pacific
,Zambia,-13.133897,27.849332,5/14/2020,654,7,124,523,Africa
,Zimbabwe,-19.015438,29.154857,5/14/2020,37,4,13,20,Africa
,Dominica,15.415,-61.371,5/14/2020,16,0,15,1,Americas
,Grenada,12.1165,-61.679,5/14/2020,21,0,14,7,Americas
,Mozambique,-18.665695,35.529562,5/14/2020,115,0,0,115,Africa
,Syria,34.802075,38.996815,5/14/2020,48,3,0,45,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,5/14/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,5/14/2020,18,2,16,0,Americas
,Laos,19.85627,102.495496,5/14/2020,19,0,14,5,Western Pacific
,Libya,26.3351,17.228331,5/14/2020,64,3,28,33,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,5/14/2020,375,2,310,63,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,5/14/2020,913,3,26,884,Africa
,Mali,17.570692,-3.996166,5/14/2020,779,46,436,297,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,5/14/2020,15,0,14,1,Americas
Northwest Territories,Canada,64.8255,-124.8457,5/14/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,5/14/2020,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,5/14/2020,944,29,690,225,Europe
,Burma,21.9162,95.956,5/14/2020,181,6,84,91,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,5/14/2020,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,5/14/2020,7,1,4,2,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,5/14/2020,12,1,10,1,Europe
,Botswana,-22.3285,24.6849,5/14/2020,24,1,17,6,Africa
,Burundi,-3.3731,29.9189,5/14/2020,15,1,7,7,Africa
,Sierra Leone,8.460555,-11.779889,5/14/2020,408,26,97,285,Africa
,Malawi,-13.2543,34.3015,5/14/2020,63,3,24,36,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/14/2020,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,5/14/2020,1,0,1,0,Europe
,South Sudan,6.877,31.307,5/14/2020,203,0,3,200,Africa
,Western Sahara,24.2155,-12.8858,5/14/2020,6,0,6,0,Africa
,Sao Tome and Principe,0.1864,6.6131,5/14/2020,235,7,4,224,Africa
,Yemen,15.552727,48.516388,5/14/2020,85,12,1,72,Eastern Mediterranean
,Comoros,-11.6455,43.3333,5/14/2020,11,1,3,7,Africa
,Tajikistan,38.861,71.2761,5/14/2020,907,29,0,878,Europe
,Lesotho,-29.61,28.2336,5/14/2020,1,0,0,1,Africa
,Afghanistan,33.93911,67.709953,5/15/2020,6053,153,745,5155,Eastern Mediterranean
,Albania,41.1533,20.1683,5/15/2020,916,31,705,180,Europe
,Algeria,28.0339,1.6596,5/15/2020,6629,536,3271,2822,Africa
,Andorra,42.5063,1.5218,5/15/2020,761,49,604,108,Europe
,Angola,-11.2027,17.8739,5/15/2020,48,2,17,29,Africa
,Antigua and Barbuda,17.0608,-61.7964,5/15/2020,25,3,19,3,Americas
,Argentina,-38.4161,-63.6167,5/15/2020,7479,356,2497,4626,Americas
,Armenia,40.0691,45.0382,5/15/2020,4044,52,1666,2326,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,5/15/2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,5/15/2020,3074,45,2611,418,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,5/15/2020,29,0,27,2,Western Pacific
Queensland,Australia,-27.4698,153.0251,5/15/2020,1055,6,1036,13,Western Pacific
South Australia,Australia,-34.9285,138.6007,5/15/2020,439,4,435,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,5/15/2020,228,13,191,24,Western Pacific
Victoria,Australia,-37.8136,144.9631,5/15/2020,1551,18,1417,116,Western Pacific
Western Australia,Australia,-31.9505,115.8605,5/15/2020,552,9,538,5,Western Pacific
,Austria,47.5162,14.5501,5/15/2020,16109,628,14471,1010,Europe
,Azerbaijan,40.1431,47.5769,5/15/2020,2980,36,1886,1058,Europe
,Bahamas,25.025885,-78.035889,5/15/2020,96,11,41,44,Americas
,Bahrain,26.0275,50.55,5/15/2020,6583,12,2640,3931,Eastern Mediterranean
,Bangladesh,23.685,90.3563,5/15/2020,20065,298,3882,15885,South-East Asia
,Barbados,13.1939,-59.5432,5/15/2020,85,7,65,13,Americas
,Belarus,53.7098,27.9534,5/15/2020,27730,156,8807,18767,Europe
,Belgium,50.8333,4.469936,5/15/2020,54644,8959,14301,31384,Europe
,Benin,9.3077,2.3158,5/15/2020,339,2,83,254,Africa
,Bhutan,27.5142,90.4336,5/15/2020,21,0,5,16,South-East Asia
,Bolivia,-16.2902,-63.5887,5/15/2020,3577,164,434,2979,Americas
,Bosnia and Herzegovina,43.9159,17.6791,5/15/2020,2236,128,1336,772,Europe
,Brazil,-14.235,-51.9253,5/15/2020,220291,14962,84970,120359,Americas
,Brunei,4.5353,114.7277,5/15/2020,141,1,135,5,Western Pacific
,Bulgaria,42.7339,25.4858,5/15/2020,2138,102,545,1491,Europe
,Burkina Faso,12.2383,-1.5616,5/15/2020,780,51,595,134,Africa
,Cabo Verde,16.5388,-23.0418,5/15/2020,326,2,67,257,Africa
,Cambodia,11.55,104.9167,5/15/2020,122,0,122,0,Western Pacific
,Cameroon,3.848,11.5021,5/15/2020,3105,140,1567,1398,Africa
Alberta,Canada,53.9333,-116.5765,5/15/2020,6515,125,0,6390,Americas
British Columbia,Canada,53.7267,-127.6476,5/15/2020,2407,140,0,2267,Americas
Manitoba,Canada,53.7609,-98.8139,5/15/2020,289,7,0,282,Americas
New Brunswick,Canada,46.5653,-66.4619,5/15/2020,120,0,0,120,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,5/15/2020,260,3,0,257,Americas
Nova Scotia,Canada,44.682,-63.7443,5/15/2020,1034,55,0,979,Americas
Ontario,Canada,51.2538,-85.3232,5/15/2020,23258,1939,0,21319,Americas
Prince Edward Island,Canada,46.5107,-63.4168,5/15/2020,27,0,0,27,Americas
Quebec,Canada,52.9399,-73.5491,5/15/2020,41429,3402,0,38027,Americas
Saskatchewan,Canada,52.9399,-106.4509,5/15/2020,590,7,0,583,Americas
,Central African Republic,6.6111,20.9394,5/15/2020,301,0,13,288,Africa
,Chad,15.4542,18.7322,5/15/2020,428,48,88,292,Africa
,Chile,-35.6751,-71.543,5/15/2020,44531,394,16614,27523,Americas
Anhui,China,31.8257,117.2264,5/15/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,5/15/2020,593,9,576,8,Western Pacific
Chongqing,China,30.0572,107.874,5/15/2020,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,5/15/2020,356,1,355,0,Western Pacific
Gansu,China,35.7518,104.2861,5/15/2020,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,5/15/2020,1589,8,1579,2,Western Pacific
Guangxi,China,23.8298,108.7881,5/15/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,5/15/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,5/15/2020,169,6,162,1,Western Pacific
Hebei,China,39.549,116.1306,5/15/2020,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,5/15/2020,945,13,931,1,Western Pacific
Henan,China,37.8957,114.9042,5/15/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,5/15/2020,1052,4,1019,29,Western Pacific
Hubei,China,30.9756,112.2707,5/15/2020,68134,4512,63616,6,Western Pacific
Hunan,China,27.6104,111.7088,5/15/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,5/15/2020,209,1,196,12,Western Pacific
Jiangsu,China,32.9711,119.455,5/15/2020,653,0,653,0,Western Pacific
Jiangxi,China,27.614,115.7221,5/15/2020,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,5/15/2020,140,1,108,31,Western Pacific
Liaoning,China,41.2956,122.6085,5/15/2020,149,2,144,3,Western Pacific
Macau,China,22.1667,113.55,5/15/2020,45,0,43,2,Western Pacific
Ningxia,China,37.2692,106.1655,5/15/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,5/15/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,5/15/2020,308,3,301,4,Western Pacific
Shandong,China,36.3427,118.1498,5/15/2020,788,7,780,1,Western Pacific
Shanghai,China,31.202,121.4491,5/15/2020,665,7,640,18,Western Pacific
Shanxi,China,37.5777,112.2922,5/15/2020,198,0,198,0,Western Pacific
Sichuan,China,30.6171,102.7103,5/15/2020,561,3,558,0,Western Pacific
Tianjin,China,39.3054,117.323,5/15/2020,191,3,187,1,Western Pacific
Tibet,China,31.6927,88.0924,5/15/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,5/15/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,5/15/2020,185,2,183,0,Western Pacific
Zhejiang,China,29.1832,120.0934,5/15/2020,1268,1,1267,0,Western Pacific
,Colombia,4.5709,-74.2973,5/15/2020,14216,546,3460,10210,Americas
,Congo (Brazzaville),-0.228,15.8277,5/15/2020,391,15,87,289,Africa
,Congo (Kinshasa),-4.0383,21.7587,5/15/2020,1298,50,212,1036,Africa
,Costa Rica,9.7489,-83.7534,5/15/2020,843,9,542,292,Americas
,Cote d'Ivoire,7.54,-5.5471,5/15/2020,2017,24,942,1051,Africa
,Croatia,45.1,15.2,5/15/2020,2222,95,1869,258,Europe
,Cuba,21.521757,-77.781167,5/15/2020,1840,79,1425,336,Americas
,Cyprus,35.1264,33.4299,5/15/2020,910,17,481,412,Europe
,Czechia,49.8175,15.473,5/15/2020,8406,295,5381,2730,Europe
Faroe Islands,Denmark,61.8926,-6.9118,5/15/2020,187,0,187,0,Europe
Greenland,Greenland,71.7069,-42.6043,5/15/2020,11,0,11,0,Europe
,Denmark,56.2639,9.5018,5/15/2020,10791,537,8959,1295,Europe
,Djibouti,11.8251,42.5903,5/15/2020,1309,4,935,370,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,5/15/2020,11739,424,3557,7758,Americas
,Ecuador,-1.8312,-78.1834,5/15/2020,31467,2594,3433,25440,Americas
,Egypt,26.820553,30.802498,5/15/2020,11228,592,2799,7837,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,5/15/2020,1210,25,417,768,Americas
,Equatorial Guinea,1.6508,10.2679,5/15/2020,594,7,22,565,Africa
,Eritrea,15.1794,39.7823,5/15/2020,39,0,39,0,Africa
,Estonia,58.5953,25.0136,5/15/2020,1766,63,923,780,Europe
,Eswatini,-26.5225,31.4659,5/15/2020,190,2,66,122,Africa
,Ethiopia,9.145,40.4897,5/15/2020,287,5,112,170,Africa
,Fiji,-17.7134,178.065,5/15/2020,18,0,15,3,Western Pacific
,Finland,61.92411,25.748151,5/15/2020,6228,293,5000,935,Europe
French Guiana,France,3.9339,-53.1258,5/15/2020,189,1,124,64,Europe
French Polynesia,France,-17.6797,149.4068,5/15/2020,60,0,59,1,Europe
Guadeloupe,France,16.265,-61.551,5/15/2020,155,13,109,33,Europe
Mayotte,France,-12.8275,45.166244,5/15/2020,1210,16,627,567,Europe
New Caledonia,France,-20.904305,165.618042,5/15/2020,18,0,18,0,Europe
Reunion,France,-21.1151,55.5364,5/15/2020,441,0,354,87,Europe
Saint Barthelemy,France,17.9,-62.8333,5/15/2020,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,5/15/2020,39,3,30,6,Europe
Martinique,France,14.6415,-61.0242,5/15/2020,192,14,91,87,Europe
,France,46.2276,2.2137,5/15/2020,177319,27485,59143,90691,Europe
,Gabon,-0.8037,11.6094,5/15/2020,1209,10,219,980,Africa
,Gambia,13.4432,-15.3101,5/15/2020,23,1,10,12,Africa
,Georgia,42.3154,43.3569,5/15/2020,671,12,393,266,Europe
,Germany,51.165691,10.451526,5/15/2020,175233,7897,151597,15739,Europe
,Ghana,7.9465,-1.0232,5/15/2020,5638,28,1460,4150,Africa
,Greece,39.0742,21.8243,5/15/2020,2810,160,1374,1276,Europe
,Guatemala,15.7835,-90.2308,5/15/2020,1643,30,135,1478,Americas
,Guinea,9.9456,-9.6966,5/15/2020,2473,15,895,1563,Africa
,Guyana,4.860416,-58.93018,5/15/2020,116,10,43,63,Americas
,Haiti,18.9712,-72.2852,5/15/2020,310,20,29,261,Americas
,Holy See,41.9029,12.4534,5/15/2020,12,0,2,10,Europe
,Honduras,15.2,-86.2419,5/15/2020,2460,134,264,2062,Americas
,Hungary,47.1625,19.5033,5/15/2020,3417,442,1287,1688,Europe
,Iceland,64.9631,-19.0208,5/15/2020,1802,10,1782,10,Europe
,India,20.593684,78.96288,5/15/2020,85784,2753,30258,52773,South-East Asia
,Indonesia,-0.7893,113.9213,5/15/2020,16496,1076,3803,11617,South-East Asia
,Iran,32.427908,53.688046,5/15/2020,116635,6902,91836,17897,Eastern Mediterranean
,Iraq,33.223191,43.679291,5/15/2020,3193,117,2089,987,Eastern Mediterranean
,Ireland,53.1424,-7.6921,5/15/2020,23956,1518,19470,2968,Europe
,Israel,31.046051,34.851612,5/15/2020,16589,266,12587,3736,Europe
,Italy,41.87194,12.56738,5/15/2020,223885,31610,120205,72070,Europe
,Jamaica,18.1096,-77.2975,5/15/2020,511,9,121,381,Americas
,Japan,36.204824,138.252924,5/15/2020,16148,760,10338,5050,Western Pacific
,Jordan,31.24,36.51,5/15/2020,596,9,401,186,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,5/15/2020,5689,34,2707,2948,Europe
,Kenya,-0.0236,37.9062,5/15/2020,781,45,284,452,Africa
,South Korea,35.907757,127.766922,5/15/2020,11037,262,9851,924,Western Pacific
,Kuwait,29.31166,47.481766,5/15/2020,12860,96,3640,9124,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,5/15/2020,1111,14,745,352,Europe
,Latvia,56.8796,24.6032,5/15/2020,970,19,662,289,Europe
,Lebanon,33.8547,35.8623,5/15/2020,891,26,246,619,Eastern Mediterranean
,Liberia,6.428055,-9.429499,5/15/2020,219,20,108,91,Africa
,Liechtenstein,47.14,9.55,5/15/2020,82,1,81,0,Europe
,Lithuania,55.1694,23.8813,5/15/2020,1523,54,965,504,Europe
,Luxembourg,49.8153,6.1296,5/15/2020,3923,104,3682,137,Europe
,Madagascar,-18.766947,46.869107,5/15/2020,238,0,112,126,Africa
,Malaysia,4.210484,101.975766,5/15/2020,6855,112,5439,1304,Western Pacific
,Maldives,3.2028,73.2207,5/15/2020,1031,4,49,978,South-East Asia
,Malta,35.9375,14.3754,5/15/2020,532,6,458,68,Europe
,Mauritania,21.0079,-10.9408,5/15/2020,29,3,7,19,Africa
,Mauritius,-20.348404,57.552152,5/15/2020,332,10,322,0,Africa
,Mexico,23.6345,-102.5528,5/15/2020,45032,4767,30451,9814,Americas
,Moldova,47.4116,28.3699,5/15/2020,5745,202,2228,3315,Europe
,Monaco,43.7333,7.4167,5/15/2020,96,4,87,5,Europe
,Mongolia,46.8625,103.8467,5/15/2020,98,0,20,78,Western Pacific
,Montenegro,42.708678,19.37439,5/15/2020,324,9,311,4,Europe
,Morocco,31.7917,-7.0926,5/15/2020,6652,190,3400,3062,Eastern Mediterranean
,Namibia,-22.9576,18.4904,5/15/2020,16,0,13,3,Africa
,Nepal,28.1667,84.25,5/15/2020,267,0,36,231,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,5/15/2020,101,3,93,5,Europe
Curacao,Netherlands,12.1696,-68.99,5/15/2020,16,1,14,1,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,5/15/2020,76,15,46,15,Europe
,Netherlands,52.1326,5.2913,5/15/2020,43681,5643,0,38038,Europe
,New Zealand,-40.9006,174.886,5/15/2020,1498,21,1428,49,Western Pacific
,Nicaragua,12.865416,-85.207229,5/15/2020,25,8,7,10,Americas
,Niger,17.607789,8.081666,5/15/2020,885,51,684,150,Africa
,Nigeria,9.082,8.6753,5/15/2020,5450,171,1320,3959,Africa
,North Macedonia,41.6086,21.7453,5/15/2020,1740,97,1251,392,Europe
,Norway,60.472,8.4689,5/15/2020,8219,232,32,7955,Europe
,Oman,21.512583,55.923255,5/15/2020,4625,20,1350,3255,Eastern Mediterranean
,Pakistan,30.3753,69.3451,5/15/2020,38799,834,10880,27085,Eastern Mediterranean
,Panama,8.538,-80.7821,5/15/2020,9268,266,6080,2922,Americas
,Papua New Guinea,-6.314993,143.95555,5/15/2020,8,0,8,0,Western Pacific
,Paraguay,-23.4425,-58.4438,5/15/2020,759,11,193,555,Americas
,Peru,-9.19,-75.0152,5/15/2020,84495,2392,27147,54956,Americas
,Philippines,12.879721,121.774017,5/15/2020,12091,806,2460,8825,Western Pacific
,Poland,51.9194,19.1451,5/15/2020,18016,907,6918,10191,Europe
,Portugal,39.3999,-8.2245,5/15/2020,28583,1190,3328,24065,Europe
,Qatar,25.3548,51.1839,5/15/2020,29425,14,3546,25865,Eastern Mediterranean
,Romania,45.9432,24.9668,5/15/2020,16437,1070,9370,5997,Europe
,Russia,61.52401,105.318756,5/15/2020,262843,2418,58226,202199,Europe
,Rwanda,-1.9403,29.8739,5/15/2020,287,0,177,110,Africa
,Saint Lucia,13.9094,-60.9789,5/15/2020,18,0,18,0,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,5/15/2020,17,0,14,3,Americas
,San Marino,43.9424,12.4578,5/15/2020,652,41,189,422,Europe
,Saudi Arabia,23.885942,45.079162,5/15/2020,49176,292,21869,27015,Eastern Mediterranean
,Senegal,14.4974,-14.4524,5/15/2020,2310,25,890,1395,Africa
,Serbia,44.0165,21.0059,5/15/2020,10438,225,4301,5912,Europe
,Seychelles,-4.6796,55.492,5/15/2020,11,0,10,1,Africa
,Singapore,1.2833,103.8333,5/15/2020,26891,21,7248,19622,Western Pacific
,Slovakia,48.669,19.699,5/15/2020,1480,27,1131,322,Europe
,Slovenia,46.1512,14.9955,5/15/2020,1465,103,270,1092,Europe
,Somalia,5.152149,46.199616,5/15/2020,1284,53,135,1096,Eastern Mediterranean
,South Africa,-30.5595,22.9375,5/15/2020,13524,247,6083,7194,Africa
,Spain,40.463667,-3.74922,5/15/2020,230183,27459,144783,57941,Europe
,Sri Lanka,7.873054,80.771797,5/15/2020,935,9,477,449,South-East Asia
,Sudan,12.8628,30.2176,5/15/2020,1964,91,205,1668,Eastern Mediterranean
,Suriname,3.9193,-56.0278,5/15/2020,10,1,9,0,Americas
,Sweden,60.128161,18.643501,5/15/2020,29207,3646,0,25561,Europe
,Switzerland,46.8182,8.2275,5/15/2020,30514,1878,27100,1536,Europe
,Taiwan*,23.7,121,5/15/2020,440,7,387,46,Western Pacific
,Tanzania,-6.369028,34.888822,5/15/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,5/15/2020,3025,56,2854,115,South-East Asia
,Togo,8.6195,0.8248,5/15/2020,263,11,96,156,Africa
,Trinidad and Tobago,10.6918,-61.2225,5/15/2020,116,8,107,1,Americas
,Tunisia,33.886917,9.537499,5/15/2020,1035,45,802,188,Eastern Mediterranean
,Turkey,38.9637,35.2433,5/15/2020,146457,4055,106133,36269,Europe
,Uganda,1.373333,32.290275,5/15/2020,203,0,63,140,Africa
,Ukraine,48.3794,31.1656,5/15/2020,17330,476,4473,12381,Europe
,United Arab Emirates,23.424076,53.847818,5/15/2020,21831,210,7328,14293,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,5/15/2020,122,9,66,47,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,5/15/2020,94,1,55,38,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,5/15/2020,549,43,457,49,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,5/15/2020,147,0,144,3,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,5/15/2020,334,24,285,25,Europe
Montserrat,United Kingdom,16.742498,-62.187366,5/15/2020,11,1,8,2,Europe
,United Kingdom,55.3781,-3.436,5/15/2020,226041,34028,0,192013,Europe
,Uruguay,-32.5228,-55.7658,5/15/2020,732,19,553,160,Americas
,US,40,-100,5/15/2020,1449027,88669,250747,1109611,Americas
,Uzbekistan,41.377491,64.585262,5/15/2020,2686,11,2158,517,Europe
,Venezuela,6.4238,-66.5897,5/15/2020,459,10,229,220,Americas
,Vietnam,14.058324,108.277199,5/15/2020,314,0,260,54,Western Pacific
,Zambia,-13.133897,27.849332,5/15/2020,654,7,124,523,Africa
,Zimbabwe,-19.015438,29.154857,5/15/2020,42,4,13,25,Africa
,Dominica,15.415,-61.371,5/15/2020,16,0,15,1,Americas
,Grenada,12.1165,-61.679,5/15/2020,22,0,14,8,Americas
,Mozambique,-18.665695,35.529562,5/15/2020,119,0,0,119,Africa
,Syria,34.802075,38.996815,5/15/2020,50,3,0,47,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,5/15/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,5/15/2020,18,2,16,0,Americas
,Laos,19.85627,102.495496,5/15/2020,19,0,14,5,Western Pacific
,Libya,26.3351,17.228331,5/15/2020,64,3,28,33,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,5/15/2020,375,2,315,58,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,5/15/2020,913,3,26,884,Africa
,Mali,17.570692,-3.996166,5/15/2020,806,46,455,305,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,5/15/2020,15,0,14,1,Americas
Northwest Territories,Canada,64.8255,-124.8457,5/15/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,5/15/2020,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,5/15/2020,944,29,690,225,Europe
,Burma,21.9162,95.956,5/15/2020,182,6,89,87,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,5/15/2020,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,5/15/2020,8,1,6,1,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,5/15/2020,12,1,10,1,Europe
,Botswana,-22.3285,24.6849,5/15/2020,24,1,17,6,Africa
,Burundi,-3.3731,29.9189,5/15/2020,15,1,7,7,Africa
,Sierra Leone,8.460555,-11.779889,5/15/2020,447,27,97,323,Africa
,Malawi,-13.2543,34.3015,5/15/2020,63,3,24,36,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/15/2020,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,5/15/2020,1,0,1,0,Europe
,South Sudan,6.877,31.307,5/15/2020,236,4,4,228,Africa
,Western Sahara,24.2155,-12.8858,5/15/2020,6,0,6,0,Africa
,Sao Tome and Principe,0.1864,6.6131,5/15/2020,235,7,4,224,Africa
,Yemen,15.552727,48.516388,5/15/2020,106,15,1,90,Eastern Mediterranean
,Comoros,-11.6455,43.3333,5/15/2020,11,1,3,7,Africa
,Tajikistan,38.861,71.2761,5/15/2020,1118,33,0,1085,Europe
,Lesotho,-29.61,28.2336,5/15/2020,1,0,0,1,Africa
,Afghanistan,33.93911,67.709953,5/16/2020,6402,168,745,5489,Eastern Mediterranean
,Albania,41.1533,20.1683,5/16/2020,933,31,714,188,Europe
,Algeria,28.0339,1.6596,5/16/2020,6821,542,3409,2870,Africa
,Andorra,42.5063,1.5218,5/16/2020,761,51,615,95,Europe
,Angola,-11.2027,17.8739,5/16/2020,48,2,17,29,Africa
,Antigua and Barbuda,17.0608,-61.7964,5/16/2020,25,3,19,3,Americas
,Argentina,-38.4161,-63.6167,5/16/2020,7805,363,2534,4908,Americas
,Armenia,40.0691,45.0382,5/16/2020,4283,55,1791,2437,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,5/16/2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,5/16/2020,3075,45,2611,419,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,5/16/2020,29,0,27,2,Western Pacific
Queensland,Australia,-27.4698,153.0251,5/16/2020,1055,6,1037,12,Western Pacific
